,CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO
2679,Jacobina,23.3,486.4,11.2,40.5,5,2003
2680,Jacobina,25.6,486.4,11.2,40.5,10,2000
2681,Jacobina,21.9,486.4,11.2,40.5,7,2002
2682,Jacobina,25.9,486.4,11.2,40.5,10,2010
2683,Jacobina,25.1,486.4,11.2,40.5,2,2007
2684,Jacobina,23.5,486.4,11.2,40.5,5,2016
2685,Jacobina,26.9,486.4,11.2,40.5,12,2002
2686,Jacobina,23.9,486.4,11.2,40.5,9,2018
2687,Jacobina,25.8,486.4,11.2,40.5,3,2005
2688,Jacobina,26.4,486.4,11.2,40.5,12,2004
2689,Jacobina,22.6,486.4,11.2,40.5,8,2011
2690,Jacobina,23.5,486.4,11.2,40.5,9,2016
2691,Jacobina,21.7,486.4,11.2,40.5,7,2007
2692,Jacobina,21.8,486.4,11.2,40.5,8,2006
2693,Jacobina,26.2,486.4,11.2,40.5,1,2010
2694,Jacobina,25.4,486.4,11.2,40.5,12,2010
2695,Jacobina,23.0,486.4,11.2,40.5,6,1999
2696,Jacobina,24.3,486.4,11.2,40.5,4,2010
2697,Jacobina,25.3,486.4,11.2,40.5,10,2017
2698,Jacobina,25.7,486.4,11.2,40.5,10,2019
2699,Jacobina,27.8,486.4,11.2,40.5,2,2006
2700,Jacobina,23.3,486.4,11.2,40.5,5,2004
2701,Jacobina,25.6,486.4,11.2,40.5,2,2014
2702,Jacobina,26.3,486.4,11.2,40.5,9,2009
2703,Jacobina,25.6,486.4,11.2,40.5,12,2011
2704,Jacobina,22.0,486.4,11.2,40.5,7,1999
2705,Jacobina,24.0,486.4,11.2,40.5,1,2002
2706,Jacobina,24.2,486.4,11.2,40.5,3,2017
2707,Jacobina,23.2,486.4,11.2,40.5,9,2000
2708,Jacobina,23.6,486.4,11.2,40.5,9,2004
2709,Jacobina,25.6,486.4,11.2,40.5,11,2009
2710,Jacobina,25.1,486.4,11.2,40.5,2,2000
2711,Jacobina,22.0,486.4,11.2,40.5,7,2012
2712,Jacobina,24.4,486.4,11.2,40.5,2,2002
2713,Jacobina,21.8,486.4,11.2,40.5,8,2007
2714,Jacobina,24.2,486.4,11.2,40.5,4,2005
2715,Jacobina,24.4,486.4,11.2,40.5,10,2006
2716,Jacobina,26.0,486.4,11.2,40.5,12,2006
2717,Jacobina,22.0,486.4,11.2,40.5,8,2014
2718,Jacobina,28.1,486.4,11.2,40.5,3,2009
2719,Jacobina,25.2,486.4,11.2,40.5,12,2017
2720,Jacobina,22.0,486.4,11.2,40.5,8,2000
2721,Jacobina,26.5,486.4,11.2,40.5,2,2019
2722,Jacobina,22.5,486.4,11.2,40.5,8,2004
2723,Jacobina,21.8,486.4,11.2,40.5,8,2017
2724,Jacobina,24.7,486.4,11.2,40.5,4,2019
2725,Jacobina,22.7,486.4,11.2,40.5,9,2007
2726,Jacobina,22.0,486.4,11.2,40.5,7,2013
2727,Jacobina,25.8,486.4,11.2,40.5,12,2001
2728,Jacobina,22.1,486.4,11.2,40.5,6,2014
2729,Jacobina,27.6,486.4,11.2,40.5,1,2007
2730,Jacobina,24.0,486.4,11.2,40.5,5,2012
2731,Jacobina,25.8,486.4,11.2,40.5,4,2012
2732,Jacobina,22.6,486.4,11.2,40.5,5,2006
2733,Jacobina,24.9,486.4,11.2,40.5,1,2011
2734,Jacobina,20.5,486.4,11.2,40.5,7,2006
2735,Jacobina,26.1,486.4,11.2,40.5,4,2003
2736,Jacobina,22.2,486.4,11.2,40.5,5,2018
2737,Jacobina,21.6,486.4,11.2,40.5,8,2019
2738,Jacobina,25.4,486.4,11.2,40.5,11,2012
2739,Jacobina,24.7,486.4,11.2,40.5,10,2011
2740,Jacobina,24.0,486.4,11.2,40.5,3,2007
2741,Jacobina,25.2,486.4,11.2,40.5,11,2003
2742,Jacobina,22.1,486.4,11.2,40.5,6,2019
2743,Jacobina,26.7,486.4,11.2,40.5,1,2013
2744,Jacobina,23.9,486.4,11.2,40.5,5,2013
2745,Jacobina,22.2,486.4,11.2,40.5,6,2004
2746,Jacobina,21.7,486.4,11.2,40.5,6,2008
2747,Jacobina,26.5,486.4,11.2,40.5,2,2013
2748,Jacobina,26.3,486.4,11.2,40.5,3,2003
2749,Jacobina,23.3,486.4,11.2,40.5,5,2002
2750,Jacobina,21.2,486.4,11.2,40.5,8,1999
2751,Jacobina,25.7,486.4,11.2,40.5,2,2005
2752,Jacobina,27.2,486.4,11.2,40.5,11,2015
2753,Jacobina,24.0,486.4,11.2,40.5,9,2005
2754,Jacobina,24.3,486.4,11.2,40.5,11,2006
2755,Jacobina,21.9,486.4,11.2,40.5,6,2016
2756,Jacobina,22.4,486.4,11.2,40.5,7,2009
2757,Jacobina,23.4,486.4,11.2,40.5,4,2017
2758,Jacobina,25.8,486.4,11.2,40.5,1,2014
2759,Jacobina,25.4,486.4,11.2,40.5,12,2005
2760,Jacobina,25.1,486.4,11.2,40.5,10,2012
2761,Jacobina,24.9,486.4,11.2,40.5,1,2001
2762,Jacobina,21.8,486.4,11.2,40.5,7,2016
2763,Jacobina,23.8,486.4,11.2,40.5,4,2007
2764,Jacobina,24.8,486.4,11.2,40.5,10,2014
2765,Jacobina,24.7,486.4,11.2,40.5,2,2018
2766,Jacobina,22.2,486.4,11.2,40.5,8,2003
2767,Jacobina,26.1,486.4,11.2,40.5,10,2005
2768,Jacobina,26.7,486.4,11.2,40.5,3,2012
2769,Jacobina,26.4,486.4,11.2,40.5,11,2019
2770,Jacobina,21.5,486.4,11.2,40.5,6,2018
2771,Jacobina,26.1,486.4,11.2,40.5,2,2009
2772,Jacobina,24.8,486.4,11.2,40.5,1,2016
2773,Jacobina,24.5,486.4,11.2,40.5,11,2017
2774,Jacobina,23.2,486.4,11.2,40.5,6,2012
2775,Jacobina,23.5,486.4,11.2,40.5,10,1999
2776,Jacobina,22.4,486.4,11.2,40.5,6,2010
2777,Jacobina,22.5,486.4,11.2,40.5,8,2018
2778,Jacobina,24.5,486.4,11.2,40.5,5,2010
2779,Jacobina,24.1,486.4,11.2,40.5,9,2013
2780,Jacobina,24.0,486.4,11.2,40.5,5,2019
2781,Jacobina,21.2,486.4,11.2,40.5,8,2010
2782,Jacobina,25.1,486.4,11.2,40.5,4,2009
2783,Jacobina,25.8,486.4,11.2,40.5,2,2003
2784,Jacobina,22.6,486.4,11.2,40.5,5,2000
2785,Jacobina,24.9,486.4,11.2,40.5,11,2014
2786,Jacobina,23.5,486.4,11.2,40.5,9,2003
2787,Jacobina,21.1,486.4,11.2,40.5,7,2017
2788,Jacobina,25.7,486.4,11.2,40.5,3,2014
2789,Jacobina,26.2,486.4,11.2,40.5,11,2004
2790,Jacobina,23.4,486.4,11.2,40.5,9,2014
2791,Jacobina,24.8,486.4,11.2,40.5,12,2013
2792,Jacobina,25.4,486.4,11.2,40.5,12,2008
2793,Jacobina,24.6,486.4,11.2,40.5,12,1999
2794,Jacobina,25.4,486.4,11.2,40.5,2,2015
2795,Jacobina,27.1,486.4,11.2,40.5,2,2001
2796,Jacobina,22.2,486.4,11.2,40.5,6,2002
2797,Jacobina,26.8,486.4,11.2,40.5,11,2008
2798,Jacobina,21.0,486.4,11.2,40.5,6,2006
2799,Jacobina,22.3,486.4,11.2,40.5,5,2017
2800,Jacobina,21.0,486.4,11.2,40.5,7,2003
2801,Jacobina,25.5,486.4,11.2,40.5,10,2009
2802,Jacobina,22.8,486.4,11.2,40.5,8,2016
2803,Jacobina,23.6,486.4,11.2,40.5,9,2015
2804,Jacobina,23.9,486.4,11.2,40.5,9,2012
2805,Jacobina,22.4,486.4,11.2,40.5,6,2009
2806,Jacobina,25.7,486.4,11.2,40.5,2,2011
2807,Jacobina,24.8,486.4,11.2,40.5,4,2008
2808,Jacobina,24.4,486.4,11.2,40.5,12,2000
2809,Jacobina,25.9,486.4,11.2,40.5,11,2005
2810,Jacobina,24.8,486.4,11.2,40.5,4,2002
2811,Jacobina,22.9,486.4,11.2,40.5,5,2005
2812,Jacobina,22.0,486.4,11.2,40.5,8,2002
2813,Jacobina,26.5,486.4,11.2,40.5,11,2010
2814,Jacobina,24.0,486.4,11.2,40.5,12,2014
2815,Jacobina,26.3,486.4,11.2,40.5,11,2007
2816,Jacobina,26.6,486.4,11.2,40.5,3,1999
2817,Jacobina,23.2,486.4,11.2,40.5,9,2001
2818,Jacobina,26.0,486.4,11.2,40.5,1,2019
2819,Jacobina,25.1,486.4,11.2,40.5,10,2013
2820,Jacobina,22.8,486.4,11.2,40.5,6,2013
2821,Jacobina,22.5,486.4,11.2,40.5,5,2015
2822,Jacobina,25.7,486.4,11.2,40.5,3,2008
2823,Jacobina,24.7,486.4,11.2,40.5,1,2000
2824,Jacobina,25.2,486.4,11.2,40.5,10,2008
2825,Jacobina,27.1,486.4,11.2,40.5,1,2005
2826,Jacobina,22.1,486.4,11.2,40.5,9,2017
2827,Jacobina,21.5,486.4,11.2,40.5,6,2011
2828,Jacobina,22.7,486.4,11.2,40.5,8,2009
2829,Jacobina,21.9,486.4,11.2,40.5,6,2007
2830,Jacobina,21.3,486.4,11.2,40.5,6,2017
2831,Jacobina,25.2,486.4,11.2,40.5,4,2014
2832,Lençóis,26.7,438.1,12.6,41.4,12,2019
2833,Lençóis,23.2,438.1,12.6,41.4,9,2000
2834,Lençóis,24.5,438.1,12.6,41.4,11,2005
2835,Lençóis,24.5,438.1,12.6,41.4,1,2011
2836,Lençóis,25.7,438.1,12.6,41.4,11,2007
2837,Lençóis,25.3,438.1,12.6,41.4,3,2005
2838,Lençóis,24.7,438.1,12.6,41.4,4,2015
2839,Lençóis,22.2,438.1,12.6,41.4,8,2006
2840,Lençóis,21.8,438.1,12.6,41.4,7,2012
2841,Lençóis,22.3,438.1,12.6,41.4,8,2002
2842,Lençóis,25.6,438.1,12.6,41.4,1,2006
2843,Lençóis,23.9,438.1,12.6,41.4,4,2000
2844,Lençóis,25.0,438.1,12.6,41.4,3,1999
2845,Lençóis,24.6,438.1,12.6,41.4,4,1999
2846,Lençóis,21.9,438.1,12.6,41.4,7,2001
2847,Lençóis,25.5,438.1,12.6,41.4,1,2004
2848,Lençóis,24.1,438.1,12.6,41.4,4,2011
2849,Lençóis,21.7,438.1,12.6,41.4,6,2014
2850,Lençóis,26.4,438.1,12.6,41.4,3,2003
2851,Lençóis,21.2,438.1,12.6,41.4,8,2007
2852,Lençóis,24.7,438.1,12.6,41.4,1,2016
2853,Lençóis,23.2,438.1,12.6,41.4,5,2009
2854,Lençóis,24.4,438.1,12.6,41.4,10,2007
2855,Lençóis,21.3,438.1,12.6,41.4,8,2001
2856,Lençóis,23.2,438.1,12.6,41.4,5,2008
2857,Lençóis,24.8,438.1,12.6,41.4,10,2019
2858,Lençóis,20.6,438.1,12.6,41.4,7,2019
2859,Lençóis,24.9,438.1,12.6,41.4,1,2000
2860,Lençóis,27.1,438.1,12.6,41.4,12,2015
2861,Lençóis,21.2,438.1,12.6,41.4,7,2000
2862,Lençóis,26.1,438.1,12.6,41.4,3,2010
2863,Lençóis,20.6,438.1,12.6,41.4,7,2008
2864,Lençóis,23.5,438.1,12.6,41.4,9,2004
2865,Lençóis,22.2,438.1,12.6,41.4,6,2011
2866,Lençóis,23.9,438.1,12.6,41.4,9,2018
2867,Lençóis,23.8,438.1,12.6,41.4,5,2016
2868,Lençóis,26.0,438.1,12.6,41.4,11,2001
2869,Lençóis,23.9,438.1,12.6,41.4,4,2005
2870,Lençóis,21.8,438.1,12.6,41.4,6,2002
2871,Lençóis,25.4,438.1,12.6,41.4,1,2009
2872,Lençóis,25.4,438.1,12.6,41.4,2,2000
2873,Lençóis,25.8,438.1,12.6,41.4,11,2008
2874,Lençóis,23.7,438.1,12.6,41.4,5,2003
2875,Lençóis,20.9,438.1,12.6,41.4,7,2004
2876,Lençóis,20.4,438.1,12.6,41.4,7,2006
2877,Lençóis,22.5,438.1,12.6,41.4,8,2009
2878,Lençóis,22.6,438.1,12.6,41.4,9,2019
2879,Lençóis,24.5,438.1,12.6,41.4,11,2018
2880,Lençóis,22.8,438.1,12.6,41.4,5,2007
2881,Lençóis,25.9,438.1,12.6,41.4,3,2019
2882,Lençóis,24.0,438.1,12.6,41.4,10,2016
2883,Lençóis,21.4,438.1,12.6,41.4,7,2014
2884,Lençóis,25.8,438.1,12.6,41.4,1,2018
2885,Lençóis,21.7,438.1,12.6,41.4,8,2017
2886,Lençóis,22.5,438.1,12.6,41.4,9,2007
2887,Lençóis,24.6,438.1,12.6,41.4,10,2014
2888,Lençóis,22.4,438.1,12.6,41.4,6,2009
2889,Lençóis,23.1,438.1,12.6,41.4,9,2010
2890,Lençóis,24.4,438.1,12.6,41.4,10,2001
2891,Lençóis,21.5,438.1,12.6,41.4,6,2004
2892,Lençóis,27.2,438.1,12.6,41.4,12,2012
2893,Lençóis,22.8,438.1,12.6,41.4,10,1999
2894,Lençóis,21.9,438.1,12.6,41.4,8,2014
2895,Lençóis,23.0,438.1,12.6,41.4,5,2017
2896,Lençóis,25.5,438.1,12.6,41.4,10,2018
2897,Lençóis,25.2,438.1,12.6,41.4,10,2015
2898,Lençóis,24.9,438.1,12.6,41.4,5,2013
2899,Lençóis,19.8,438.1,12.6,41.4,6,2000
2900,Lençóis,23.0,438.1,12.6,41.4,6,2012
2901,Lençóis,24.1,438.1,12.6,41.4,2,2014
2902,Lençóis,21.1,438.1,12.6,41.4,7,2015
2903,Lençóis,22.2,438.1,12.6,41.4,7,2002
2904,Lençóis,22.3,438.1,12.6,41.4,6,2010
2905,Lençóis,23.4,438.1,12.6,41.4,11,1999
2906,Lençóis,22.6,438.1,12.6,41.4,9,2017
2907,Lençóis,25.8,438.1,12.6,41.4,11,2004
2908,Lençóis,24.9,438.1,12.6,41.4,11,2000
2909,Lençóis,25.1,438.1,12.6,41.4,12,2001
2910,Lençóis,25.2,438.1,12.6,41.4,12,2017
2911,Lençóis,22.5,438.1,12.6,41.4,8,2004
2912,Lençóis,24.7,438.1,12.6,41.4,12,2005
2913,Lençóis,24.7,438.1,12.6,41.4,9,2009
2914,Lençóis,21.8,438.1,12.6,41.4,6,2005
2915,Lençóis,24.8,438.1,12.6,41.4,11,2013
2916,Lençóis,22.8,438.1,12.6,41.4,5,2000
2917,Lençóis,25.8,438.1,12.6,41.4,3,2016
2918,Lençóis,26.3,438.1,12.6,41.4,3,2017
2919,Lençóis,21.6,438.1,12.6,41.4,8,2010
2920,Lençóis,26.9,438.1,12.6,41.4,3,2012
2921,Lençóis,25.2,438.1,12.6,41.4,3,2001
2922,Lençóis,21.3,438.1,12.6,41.4,6,2015
2923,Lençóis,24.7,438.1,12.6,41.4,4,2002
2924,Lençóis,25.7,438.1,12.6,41.4,3,2011
2925,Lençóis,25.7,438.1,12.6,41.4,12,2002
2926,Lençóis,22.2,438.1,12.6,41.4,8,2000
2927,Lençóis,24.6,438.1,12.6,41.4,10,2004
2928,Lençóis,23.3,438.1,12.6,41.4,9,2003
2929,Lençóis,27.3,438.1,12.6,41.4,3,2009
2930,Lençóis,22.0,438.1,12.6,41.4,7,2009
2931,Lençóis,22.3,438.1,12.6,41.4,8,2018
2932,Lençóis,24.8,438.1,12.6,41.4,12,2007
2933,Lençóis,24.7,438.1,12.6,41.4,2,2002
2934,Lençóis,24.0,438.1,12.6,41.4,11,2010
2935,Lençóis,26.6,438.1,12.6,41.4,12,2003
2936,Lençóis,25.7,438.1,12.6,41.4,1,2019
2937,Lençóis,25.5,438.1,12.6,41.4,11,2002
2938,Lençóis,24.1,438.1,12.6,41.4,4,2004
2939,Lençóis,23.6,438.1,12.6,41.4,9,2002
2940,Lençóis,25.4,438.1,12.6,41.4,10,2005
2941,Lençóis,21.5,438.1,12.6,41.4,7,2016
2942,Lençóis,25.9,438.1,12.6,41.4,1,2003
2943,Lençóis,21.6,438.1,12.6,41.4,7,2010
2944,Lençóis,23.4,438.1,12.6,41.4,9,2014
2945,Lençóis,21.7,438.1,12.6,41.4,6,2017
2946,Lençóis,24.4,438.1,12.6,41.4,4,2014
2947,Lençóis,25.1,438.1,12.6,41.4,12,2006
2948,Lençóis,21.5,438.1,12.6,41.4,8,1999
2949,Lençóis,25.0,438.1,12.6,41.4,10,2011
2950,Lençóis,25.3,438.1,12.6,41.4,10,2000
2951,Lençóis,24.3,438.1,12.6,41.4,9,2015
2952,Lençóis,21.4,438.1,12.6,41.4,6,2008
2953,Lençóis,24.1,438.1,12.6,41.4,12,2000
2954,Lençóis,21.2,438.1,12.6,41.4,6,2018
2955,Lençóis,22.9,438.1,12.6,41.4,9,2016
2956,Lençóis,25.5,438.1,12.6,41.4,1,1999
2957,Lençóis,22.2,438.1,12.6,41.4,8,2012
2958,Lençóis,21.4,438.1,12.6,41.4,8,2005
2959,Lençóis,22.5,438.1,12.6,41.4,8,2016
2960,Lençóis,25.0,438.1,12.6,41.4,4,2008
2961,Lençóis,23.9,438.1,12.6,41.4,5,2012
2962,Lençóis,20.5,438.1,12.6,41.4,6,2006
2963,Lençóis,22.4,438.1,12.6,41.4,5,2006
2964,Lençóis,23.4,438.1,12.6,41.4,9,2006
2965,Lençóis,21.9,438.1,12.6,41.4,6,2019
2966,Lençóis,21.8,438.1,12.6,41.4,6,2001
2967,Lençóis,25.8,438.1,12.6,41.4,2,2009
2968,Lençóis,23.7,438.1,12.6,41.4,11,2014
2969,Lençóis,23.6,438.1,12.6,41.4,12,2014
2970,Lençóis,21.4,438.1,12.6,41.4,7,2011
2971,Lençóis,26.0,438.1,12.6,41.4,2,2003
2972,Lençóis,25.4,438.1,12.6,41.4,2,2005
2973,Lençóis,19.9,438.1,12.6,41.4,7,2017
2974,Lençóis,25.1,438.1,12.6,41.4,3,2018
2975,Lençóis,24.2,438.1,12.6,41.4,5,2001
2976,Lençóis,22.2,438.1,12.6,41.4,5,2011
2977,Lençóis,23.9,438.1,12.6,41.4,3,2007
2978,Lençóis,25.5,438.1,12.6,41.4,2,2016
2979,Lençóis,27.3,438.1,12.6,41.4,3,2013
2980,Lençóis,24.2,438.1,12.6,41.4,3,2004
2981,Lençóis,21.3,438.1,12.6,41.4,6,2007
2982,Lençóis,24.5,438.1,12.6,41.4,2,2007
2983,Lençóis,27.1,438.1,12.6,41.4,11,2015
2984,Lençóis,24.9,438.1,12.6,41.4,10,2009
2985,Lençóis,26.4,438.1,12.6,41.4,1,2008
2986,Lençóis,26.9,438.1,12.6,41.4,2,2010
2987,Lençóis,26.2,438.1,12.6,41.4,4,2012
2988,Lençóis,24.0,438.1,12.6,41.4,4,2006
2989,Lençóis,24.4,438.1,12.6,41.4,4,2010
2990,Lençóis,25.6,438.1,12.6,41.4,10,2008
2991,Lençóis,23.8,438.1,12.6,41.4,12,1999
2992,Lençóis,24.0,438.1,12.6,41.4,11,2017
2993,Lençóis,24.3,438.1,12.6,41.4,1,2001
2994,Lençóis,22.3,438.1,12.6,41.4,8,2008
2995,Lençóis,23.0,438.1,12.6,41.4,9,2011
2996,Lençóis,23.1,438.1,12.6,41.4,6,2013
2997,Lençóis,25.0,438.1,12.6,41.4,12,2010
2998,Lençóis,21.2,438.1,12.6,41.4,7,2003
2999,Lençóis,24.9,438.1,12.6,41.4,3,2002
3000,Lençóis,24.8,438.1,12.6,41.4,12,2008
3001,Lençóis,24.5,438.1,12.6,41.4,2,2015
3002,Lençóis,21.2,438.1,12.6,41.4,7,1999
3003,Lençóis,20.9,438.1,12.6,41.4,7,2018
3004,Lençóis,22.2,438.1,12.6,41.4,8,2003
3005,Lençóis,24.7,438.1,12.6,41.4,4,2017
3006,Lençóis,25.3,438.1,12.6,41.4,12,2004
3007,Lençóis,26.1,438.1,12.6,41.4,2,2012
3008,Lençóis,25.5,438.1,12.6,41.4,12,2011
3009,Monte Santo,23.3,465.8,10.4,39.3,12,2019
3010,Monte Santo,22.8,465.8,10.4,39.3,2,2017
3011,Monte Santo,26.7,465.8,10.4,39.3,1,2014
3012,Monte Santo,23.4,465.8,10.4,39.3,5,2007
3013,Monte Santo,25.1,465.8,10.4,39.3,10,2009
3014,Monte Santo,24.4,465.8,10.4,39.3,10,2007
3015,Monte Santo,24.6,465.8,10.4,39.3,4,2011
3016,Monte Santo,21.5,465.8,10.4,39.3,8,2009
3017,Monte Santo,22.5,465.8,10.4,39.3,9,2007
3018,Monte Santo,25.9,465.8,10.4,39.3,3,2002
3019,Monte Santo,22.2,465.8,10.4,39.3,7,2013
3020,Monte Santo,22.3,465.8,10.4,39.3,8,2013
3021,Monte Santo,25.3,465.8,10.4,39.3,4,2008
3022,Monte Santo,27.0,465.8,10.4,39.3,3,2014
3023,Monte Santo,24.5,465.8,10.4,39.3,4,2005
3024,Monte Santo,22.0,465.8,10.4,39.3,7,2018
3025,Monte Santo,23.2,465.8,10.4,39.3,9,2004
3026,Monte Santo,26.5,465.8,10.4,39.3,4,2013
3027,Monte Santo,26.0,465.8,10.4,39.3,4,1999
3028,Monte Santo,22.1,465.8,10.4,39.3,6,2004
3029,Monte Santo,25.3,465.8,10.4,39.3,10,2012
3030,Monte Santo,25.4,465.8,10.4,39.3,11,2006
3031,Monte Santo,26.9,465.8,10.4,39.3,3,1999
3032,Monte Santo,21.9,465.8,10.4,39.3,8,2004
3033,Monte Santo,21.0,465.8,10.4,39.3,6,2006
3034,Monte Santo,24.7,465.8,10.4,39.3,4,2000
3035,Monte Santo,23.5,465.8,10.4,39.3,10,2014
3036,Monte Santo,26.9,465.8,10.4,39.3,12,2009
3037,Monte Santo,21.8,465.8,10.4,39.3,7,2002
3038,Monte Santo,26.1,465.8,10.4,39.3,12,2008
3039,Monte Santo,26.1,465.8,10.4,39.3,1,2012
3040,Monte Santo,20.6,465.8,10.4,39.3,8,2010
3041,Monte Santo,22.8,465.8,10.4,39.3,9,2000
3042,Monte Santo,20.4,465.8,10.4,39.3,7,2008
3043,Monte Santo,21.9,465.8,10.4,39.3,6,2007
3044,Monte Santo,26.7,465.8,10.4,39.3,11,2008
3045,Monte Santo,26.0,465.8,10.4,39.3,11,2007
3046,Monte Santo,27.1,465.8,10.4,39.3,2,2001
3047,Monte Santo,21.9,465.8,10.4,39.3,8,2000
3048,Monte Santo,21.9,465.8,10.4,39.3,7,2014
3049,Monte Santo,25.8,465.8,10.4,39.3,10,2017
3050,Monte Santo,21.4,465.8,10.4,39.3,8,2012
3051,Monte Santo,27.1,465.8,10.4,39.3,11,2012
3052,Monte Santo,26.2,465.8,10.4,39.3,11,2009
3053,Monte Santo,23.2,465.8,10.4,39.3,6,2013
3054,Monte Santo,22.2,465.8,10.4,39.3,8,2002
3055,Monte Santo,24.0,465.8,10.4,39.3,5,2000
3056,Monte Santo,21.6,465.8,10.4,39.3,6,2010
3057,Monte Santo,27.8,465.8,10.4,39.3,2,2013
3058,Monte Santo,23.7,465.8,10.4,39.3,5,2003
3059,Monte Santo,22.8,465.8,10.4,39.3,11,2018
3060,Monte Santo,24.7,465.8,10.4,39.3,11,2003
3061,Monte Santo,27.2,465.8,10.4,39.3,1,1999
3062,Monte Santo,23.9,465.8,10.4,39.3,9,2005
3063,Monte Santo,25.8,465.8,10.4,39.3,12,2011
3064,Monte Santo,24.2,465.8,10.4,39.3,5,2013
3065,Monte Santo,24.7,465.8,10.4,39.3,2,2004
3066,Monte Santo,22.0,465.8,10.4,39.3,6,2009
3067,Monte Santo,23.5,465.8,10.4,39.3,9,2008
3068,Monte Santo,25.0,465.8,10.4,39.3,10,2008
3069,Monte Santo,25.4,465.8,10.4,39.3,2,2007
3070,Monte Santo,23.5,465.8,10.4,39.3,1,2015
3071,Monte Santo,23.6,465.8,10.4,39.3,10,1999
3072,Monte Santo,21.9,465.8,10.4,39.3,2,2016
3073,Monte Santo,22.6,465.8,10.4,39.3,6,1999
3074,Monte Santo,26.1,465.8,10.4,39.3,11,2002
3075,Monte Santo,21.1,465.8,10.4,39.3,6,2016
3076,Monte Santo,25.2,465.8,10.4,39.3,4,2018
3077,Monte Santo,25.6,465.8,10.4,39.3,3,2000
3078,Monte Santo,24.3,465.8,10.4,39.3,10,2003
3079,Monte Santo,25.1,465.8,10.4,39.3,10,2001
3080,Monte Santo,22.6,465.8,10.4,39.3,8,2017
3081,Monte Santo,26.1,465.8,10.4,39.3,3,2011
3082,Monte Santo,24.9,465.8,10.4,39.3,10,2000
3083,Monte Santo,23.6,465.8,10.4,39.3,3,2019
3084,Monte Santo,23.3,465.8,10.4,39.3,11,2017
3085,Monte Santo,20.4,465.8,10.4,39.3,7,2006
3086,Monte Santo,24.3,465.8,10.4,39.3,5,2010
3087,Monte Santo,22.8,465.8,10.4,39.3,9,2011
3088,Monte Santo,24.3,465.8,10.4,39.3,9,2014
3089,Monte Santo,26.5,465.8,10.4,39.3,3,2003
3090,Monte Santo,25.4,465.8,10.4,39.3,12,1999
3091,Monte Santo,26.5,465.8,10.4,39.3,3,2010
3092,Monte Santo,22.0,465.8,10.4,39.3,1,2016
3093,Monte Santo,24.3,465.8,10.4,39.3,4,2010
3094,Monte Santo,24.5,465.8,10.4,39.3,10,2011
3095,Monte Santo,26.6,465.8,10.4,39.3,4,2014
3096,Monte Santo,22.4,465.8,10.4,39.3,6,2017
3097,Monte Santo,21.5,465.8,10.4,39.3,6,2008
3098,Monte Santo,23.8,465.8,10.4,39.3,9,2012
3099,Monte Santo,23.5,465.8,10.4,39.3,5,2017
3100,Monte Santo,21.8,465.8,10.4,39.3,7,2009
3101,Monte Santo,20.5,465.8,10.4,39.3,7,2015
3102,Monte Santo,27.7,465.8,10.4,39.3,1,2007
3103,Monte Santo,21.7,465.8,10.4,39.3,7,2007
3104,Monte Santo,23.6,465.8,10.4,39.3,6,2019
3105,Monte Santo,23.3,465.8,10.4,39.3,11,2014
3106,Monte Santo,22.8,465.8,10.4,39.3,6,2014
3107,Monte Santo,22.4,465.8,10.4,39.3,12,2017
3108,Monte Santo,25.3,465.8,10.4,39.3,10,2010
3109,Monte Santo,25.6,465.8,10.4,39.3,2,2011
3110,Monte Santo,21.2,465.8,10.4,39.3,7,2004
3111,Monte Santo,22.9,465.8,10.4,39.3,3,2017
3112,Monte Santo,23.4,465.8,10.4,39.3,3,2016
3113,Monte Santo,22.1,465.8,10.4,39.3,8,2016
3114,Monte Santo,24.9,465.8,10.4,39.3,9,2019
3115,Monte Santo,25.3,465.8,10.4,39.3,2,2000
3116,Monte Santo,23.3,465.8,10.4,39.3,6,2012
3117,Monte Santo,22.8,465.8,10.4,39.3,7,2019
3118,Monte Santo,27.4,465.8,10.4,39.3,12,2004
3119,Monte Santo,28.1,465.8,10.4,39.3,1,2003
3120,Monte Santo,22.4,465.8,10.4,39.3,11,2016
3121,Monte Santo,24.1,465.8,10.4,39.3,4,2016
3122,Monte Santo,27.7,465.8,10.4,39.3,3,2009
3123,Monte Santo,20.9,465.8,10.4,39.3,7,2017
3124,Monte Santo,25.6,465.8,10.4,39.3,10,2005
3125,Monte Santo,25.0,465.8,10.4,39.3,10,2019
3126,Monte Santo,23.1,465.8,10.4,39.3,2,2018
3127,Monte Santo,22.5,465.8,10.4,39.3,6,2001
3128,Monte Santo,21.9,465.8,10.4,39.3,12,2016
3129,Monte Santo,20.3,465.8,10.4,39.3,7,2016
3130,Monte Santo,24.8,465.8,10.4,39.3,4,2015
3131,Monte Santo,26.1,465.8,10.4,39.3,11,2005
3132,Monte Santo,25.5,465.8,10.4,39.3,10,2004
3133,Monte Santo,24.8,465.8,10.4,39.3,11,2000
3134,Monte Santo,25.8,465.8,10.4,39.3,1,2010
3135,Monte Santo,27.3,465.8,10.4,39.3,12,2002
3136,Monte Santo,25.1,465.8,10.4,39.3,10,2018
3137,Monte Santo,22.8,465.8,10.4,39.3,5,2011
3138,Monte Santo,25.9,465.8,10.4,39.3,11,2010
