CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO,,,,,
ITABERABA,"24,7","250,1","12,5","40,3",10,2014,,,,,
ITABERABA,"25,2","250,1","12,5","40,3",11,2014,,,,,
ITABERABA,"24,9","250,1","12,5","40,3",12,2014,,,,,
ITABERABA,"25,9","250,1","12,5","40,3",1,2015,,,,,
ITABERABA,"26,6","250,1","12,5","40,3",2,2015,,,,,
ITABERABA,"27,8","250,1","12,5","40,3",3,2015,,,,,
ITABERABA,"27,0","250,1","12,5","40,3",4,2015,,,,,
ITABERABA,"24,8","250,1","12,5","40,3",5,2015,,,,,
ITABERABA,"23,2","250,1","12,5","40,3",6,2015,,,,,
ITABERABA,"22,8","250,1","12,5","40,3",7,2015,,,,,
ITABERABA,"23,0","250,1","12,5","40,3",8,2015,,,,,
ITABERABA,"25,6","250,1","12,5","40,3",9,2015,,,,,
ITABERABA,"26,4","250,1","12,5","40,3",10,2015,,,,,
ITABERABA,"28,2","250,1","12,5","40,3",11,2015,,,,,
ITABERABA,"28,3","250,1","12,5","40,3",12,2015,,,,,
ITABERABA,"26,5","250,1","12,5","40,3",1,2016,,,,,
ITABERABA,"27,2","250,1","12,5","40,3",2,2016,,,,,
ITABERABA,"27,6","250,1","12,5","40,3",3,2016,,,,,
ITABERABA,"26,5","250,1","12,5","40,3",4,2016,,,,,
ITABERABA,"25,3","250,1","12,5","40,3",5,2016,,,,,
ITABERABA,"24,7","250,1","12,5","40,3",6,2016,,,,,
ITABERABA,"23,0","250,1","12,5","40,3",7,2016,,,,,
ITABERABA,"23,7","250,1","12,5","40,3",8,2016,,,,,
ITABERABA,"24,4","250,1","12,5","40,3",9,2016,,,,,
ITABERABA,"25,9","250,1","12,5","40,3",10,2016,,,,,
ITABERABA,"26,2","250,1","12,5","40,3",11,2016,,,,,
ITABERABA,"27,4","250,1","12,5","40,3",12,2016,,,,,
ITABERABA,"27,6","250,1","12,5","40,3",1,2017,,,,,
ITABERABA,"27,5","250,1","12,5","40,3",2,2017,,,,,
ITABERABA,"27,8","250,1","12,5","40,3",3,2017,,,,,
ITABERABA,"26,7","250,1","12,5","40,3",4,2017,,,,,
ITABERABA,"25,0","250,1","12,5","40,3",5,2017,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",6,2017,,,,,
ITABERABA,"21,9","250,1","12,5","40,3",7,2017,,,,,
ITABERABA,"23,3","250,1","12,5","40,3",8,2017,,,,,
ITABERABA,"23,5","250,1","12,5","40,3",9,2017,,,,,
ITABERABA,"25,8","250,1","12,5","40,3",10,2017,,,,,
ITABERABA,"26,4","250,1","12,5","40,3",11,2017,,,,,
ITABERABA,"27,2","250,1","12,5","40,3",12,2017,,,,,
ITABERABA,"27,1","250,1","12,5","40,3",1,2018,,,,,
ITABERABA,"27,3","250,1","12,5","40,3",2,2018,,,,,
ITABERABA,"27,3","250,1","12,5","40,3",3,2018,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",4,2018,,,,,
ITABERABA,"24,7","250,1","12,5","40,3",5,2018,,,,,
ITABERABA,"23,4","250,1","12,5","40,3",6,2018,,,,,
ITABERABA,"23,1","250,1","12,5","40,3",7,2018,,,,,
ITABERABA,"24,0","250,1","12,5","40,3",8,2018,,,,,
ITABERABA,"25,1","250,1","12,5","40,3",9,2018,,,,,
ITABERABA,"26,9","250,1","12,5","40,3",10,2018,,,,,
ITABERABA,"26,7","250,1","12,5","40,3",11,2018,,,,,
ITABERABA,"26,5","250,1","12,5","40,3",12,2018,,,,,
ITABERABA,"27,5","250,1","12,5","40,3",1,2019,,,,,
ITABERABA,"28,9","250,1","12,5","40,3",2,2019,,,,,
ITABERABA,"27,0","250,1","12,5","40,3",3,2019,,,,,
ITABERABA,"25,3","250,1","12,5","40,3",4,2019,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",5,2019,,,,,
ITABERABA,"23,3","250,1","12,5","40,3",6,2019,,,,,
ITABERABA,"24,1","250,1","12,5","40,3",7,2019,,,,,
ITABERABA,"23,9","250,1","12,5","40,3",8,2019,,,,,
ITABERABA,"26,3","250,1","12,5","40,3",9,2019,,,,,
ITABERABA,"26,7","250,1","12,5","40,3",10,2019,,,,,
ITABERABA,"26,3","250,1","12,5","40,3",11,2019,,,,,
ITABERABA,"25,7","250,1","12,5","40,3",12,2019,,,,,
ITIRUÇU(JAGUAQUARA),"22,3","757,5","13,5","41,1",1,1999,,Latitude: -13.527828,,,
ITIRUÇU(JAGUAQUARA),"22,4","757,5","13,5","41,1",2,1999,,Longitude: -40.119752,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",3,1999,,Altitude: 757.53,,,
ITIRUÇU(JAGUAQUARA),"20,9","757,5","13,5","41,1",4,1999,,,,,
ITIRUÇU(JAGUAQUARA),"19,9","757,5","13,5","41,1",5,1999,,,,,
ITIRUÇU(JAGUAQUARA),"19,2","757,5","13,5","41,1",6,1999,,,,,
ITIRUÇU(JAGUAQUARA),"18,0","757,5","13,5","41,1",7,1999,,,,,
ITIRUÇU(JAGUAQUARA),"17,4","757,5","13,5","41,1",8,1999,,,,,
ITIRUÇU(JAGUAQUARA),"18,3","757,5","13,5","41,1",9,1999,,,,,
ITIRUÇU(JAGUAQUARA),"19,3","757,5","13,5","41,1",10,1999,,,,,
ITIRUÇU(JAGUAQUARA),"20,5","757,5","13,5","41,1",11,1999,,,,,
ITIRUÇU(JAGUAQUARA),"21,3","757,5","13,5","41,1",12,1999,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",1,2000,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",2,2000,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",3,2000,,,,,
ITIRUÇU(JAGUAQUARA),"21,1","757,5","13,5","41,1",4,2000,,,,,
ITIRUÇU(JAGUAQUARA),"19,8","757,5","13,5","41,1",5,2000,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",6,2000,,,,,
ITIRUÇU(JAGUAQUARA),"18,0","757,5","13,5","41,1",7,2000,,,,,
ITIRUÇU(JAGUAQUARA),"18,4","757,5","13,5","41,1",8,2000,,,,,
ITIRUÇU(JAGUAQUARA),"19,1","757,5","13,5","41,1",9,2000,,,,,
ITIRUÇU(JAGUAQUARA),"21,0","757,5","13,5","41,1",10,2000,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",11,2000,,,,,
ITIRUÇU(JAGUAQUARA),"21,6","757,5","13,5","41,1",12,2000,,,,,
ITIRUÇU(JAGUAQUARA),"21,3","757,5","13,5","41,1",1,2001,,,,,
ITIRUÇU(JAGUAQUARA),"22,7","757,5","13,5","41,1",2,2001,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",3,2001,,,,,
ITIRUÇU(JAGUAQUARA),"21,2","757,5","13,5","41,1",4,2001,,,,,
ITIRUÇU(JAGUAQUARA),"21,2","757,5","13,5","41,1",5,2001,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",6,2001,,,,,
ITIRUÇU(JAGUAQUARA),"18,2","757,5","13,5","41,1",7,2001,,,,,
ITIRUÇU(JAGUAQUARA),"17,6","757,5","13,5","41,1",8,2001,,,,,
ITIRUÇU(JAGUAQUARA),"19,3","757,5","13,5","41,1",9,2001,,,,,
ITIRUÇU(JAGUAQUARA),"20,7","757,5","13,5","41,1",10,2001,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",11,2001,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",12,2001,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",1,2002,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",2,2002,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",3,2002,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",4,2002,,,,,
ITIRUÇU(JAGUAQUARA),"20,0","757,5","13,5","41,1",5,2002,,,,,
ITIRUÇU(JAGUAQUARA),"18,8","757,5","13,5","41,1",6,2002,,,,,
ITIRUÇU(JAGUAQUARA),"18,7","757,5","13,5","41,1",7,2002,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",8,2002,,,,,
ITIRUÇU(JAGUAQUARA),"19,8","757,5","13,5","41,1",9,2002,,,,,
ITIRUÇU(JAGUAQUARA),"20,6","757,5","13,5","41,1",10,2002,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",11,2002,,,,,
ITIRUÇU(JAGUAQUARA),"22,8","757,5","13,5","41,1",12,2002,,,,,
ITIRUÇU(JAGUAQUARA),"23,5","757,5","13,5","41,1",1,2003,,,,,
ITIRUÇU(JAGUAQUARA),"22,7","757,5","13,5","41,1",2,2003,,,,,
ITIRUÇU(JAGUAQUARA),"23,2","757,5","13,5","41,1",3,2003,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",4,2003,,,,,
ITIRUÇU(JAGUAQUARA),"20,6","757,5","13,5","41,1",5,2003,,,,,
ITIRUÇU(JAGUAQUARA),"19,0","757,5","13,5","41,1",6,2003,,,,,
ITIRUÇU(JAGUAQUARA),"17,9","757,5","13,5","41,1",7,2003,,,,,
ITIRUÇU(JAGUAQUARA),"18,8","757,5","13,5","41,1",8,2003,,,,,
ITIRUÇU(JAGUAQUARA),"19,4","757,5","13,5","41,1",9,2003,,,,,
ITIRUÇU(JAGUAQUARA),"20,7","757,5","13,5","41,1",10,2003,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",11,2003,,,,,
ITIRUÇU(JAGUAQUARA),"22,8","757,5","13,5","41,1",12,2003,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",1,2004,,,,,
ITIRUÇU(JAGUAQUARA),"22,4","757,5","13,5","41,1",2,2004,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",3,2004,,,,,
ITIRUÇU(JAGUAQUARA),"21,4","757,5","13,5","41,1",4,2004,,,,,
ITIRUÇU(JAGUAQUARA),"20,4","757,5","13,5","41,1",5,2004,,,,,
ITIRUÇU(JAGUAQUARA),"18,6","757,5","13,5","41,1",6,2004,,,,,
ITIRUÇU(JAGUAQUARA),"18,0","757,5","13,5","41,1",7,2004,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",8,2004,,,,,
ITIRUÇU(JAGUAQUARA),"19,2","757,5","13,5","41,1",9,2004,,,,,
ITIRUÇU(JAGUAQUARA),"20,9","757,5","13,5","41,1",10,2004,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",11,2004,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",12,2004,,,,,
ITIRUÇU(JAGUAQUARA),"23,2","757,5","13,5","41,1",1,2005,,,,,
ITIRUÇU(JAGUAQUARA),"22,9","757,5","13,5","41,1",2,2005,,,,,
ITIRUÇU(JAGUAQUARA),"22,8","757,5","13,5","41,1",3,2005,,,,,
ITIRUÇU(JAGUAQUARA),"21,3","757,5","13,5","41,1",4,2005,,,,,
ITIRUÇU(JAGUAQUARA),"20,3","757,5","13,5","41,1",5,2005,,,,,
ITIRUÇU(JAGUAQUARA),"18,9","757,5","13,5","41,1",6,2005,,,,,
ITIRUÇU(JAGUAQUARA),"17,7","757,5","13,5","41,1",7,2005,,,,,
ITIRUÇU(JAGUAQUARA),"18,3","757,5","13,5","41,1",8,2005,,,,,
ITIRUÇU(JAGUAQUARA),"19,7","757,5","13,5","41,1",9,2005,,,,,
ITIRUÇU(JAGUAQUARA),"21,1","757,5","13,5","41,1",10,2005,,,,,
ITIRUÇU(JAGUAQUARA),"21,3","757,5","13,5","41,1",11,2005,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",12,2005,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",1,2006,,,,,
ITIRUÇU(JAGUAQUARA),"23,9","757,5","13,5","41,1",2,2006,,,,,
ITIRUÇU(JAGUAQUARA),"23,1","757,5","13,5","41,1",3,2006,,,,,
ITIRUÇU(JAGUAQUARA),"21,7","757,5","13,5","41,1",4,2006,,,,,
ITIRUÇU(JAGUAQUARA),"19,8","757,5","13,5","41,1",5,2006,,,,,
ITIRUÇU(JAGUAQUARA),"17,9","757,5","13,5","41,1",6,2006,,,,,
ITIRUÇU(JAGUAQUARA),"17,7","757,5","13,5","41,1",7,2006,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",8,2006,,,,,
ITIRUÇU(JAGUAQUARA),"19,2","757,5","13,5","41,1",9,2006,,,,,
ITIRUÇU(JAGUAQUARA),"20,7","757,5","13,5","41,1",10,2006,,,,,
ITIRUÇU(JAGUAQUARA),"21,7","757,5","13,5","41,1",11,2006,,,,,
ITIRUÇU(JAGUAQUARA),"22,5","757,5","13,5","41,1",12,2006,,,,,
ITIRUÇU(JAGUAQUARA),"23,1","757,5","13,5","41,1",1,2007,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",2,2007,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",3,2007,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",4,2007,,,,,
ITIRUÇU(JAGUAQUARA),"19,9","757,5","13,5","41,1",5,2007,,,,,
ITIRUÇU(JAGUAQUARA),"18,6","757,5","13,5","41,1",6,2007,,,,,
ITIRUÇU(JAGUAQUARA),"18,4","757,5","13,5","41,1",7,2007,,,,,
ITIRUÇU(JAGUAQUARA),"17,5","757,5","13,5","41,1",8,2007,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",9,2007,,,,,
ITIRUÇU(JAGUAQUARA),"20,1","757,5","13,5","41,1",10,2007,,,,,
ITIRUÇU(JAGUAQUARA),"21,6","757,5","13,5","41,1",11,2007,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",12,2007,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",1,2008,,,,,
ITIRUÇU(JAGUAQUARA),"22,4","757,5","13,5","41,1",2,2008,,,,,
ITIRUÇU(JAGUAQUARA),"22,4","757,5","13,5","41,1",3,2008,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",4,2008,,,,,
ITIRUÇU(JAGUAQUARA),"20,5","757,5","13,5","41,1",5,2008,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",6,2008,,,,,
ITIRUÇU(JAGUAQUARA),"17,3","757,5","13,5","41,1",7,2008,,,,,
ITIRUÇU(JAGUAQUARA),"18,6","757,5","13,5","41,1",8,2008,,,,,
ITIRUÇU(JAGUAQUARA),"19,6","757,5","13,5","41,1",9,2008,,,,,
ITIRUÇU(JAGUAQUARA),"21,1","757,5","13,5","41,1",10,2008,,,,,
ITIRUÇU(JAGUAQUARA),"22,3","757,5","13,5","41,1",11,2008,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",12,2008,,,,,
ITIRUÇU(JAGUAQUARA),"22,4","757,5","13,5","41,1",1,2009,,,,,
ITIRUÇU(JAGUAQUARA),"22,5","757,5","13,5","41,1",2,2009,,,,,
ITIRUÇU(JAGUAQUARA),"23,7","757,5","13,5","41,1",3,2009,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",4,2009,,,,,
ITIRUÇU(JAGUAQUARA),"20,2","757,5","13,5","41,1",5,2009,,,,,
ITIRUÇU(JAGUAQUARA),"19,3","757,5","13,5","41,1",6,2009,,,,,
ITIRUÇU(JAGUAQUARA),"19,1","757,5","13,5","41,1",7,2009,,,,,
ITIRUÇU(JAGUAQUARA),"19,0","757,5","13,5","41,1",8,2009,,,,,
ITIRUÇU(JAGUAQUARA),"21,0","757,5","13,5","41,1",9,2009,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",10,2009,,,,,
ITIRUÇU(JAGUAQUARA),"22,3","757,5","13,5","41,1",11,2009,,,,,
ITIRUÇU(JAGUAQUARA),"23,3","757,5","13,5","41,1",12,2009,,,,,
ITIRUÇU(JAGUAQUARA),"22,8","757,5","13,5","41,1",1,2010,,,,,
ITIRUÇU(JAGUAQUARA),"23,6","757,5","13,5","41,1",2,2010,,,,,
ITIRUÇU(JAGUAQUARA),"23,3","757,5","13,5","41,1",3,2010,,,,,
ITIRUÇU(JAGUAQUARA),"21,7","757,5","13,5","41,1",4,2010,,,,,
ITIRUÇU(JAGUAQUARA),"21,3","757,5","13,5","41,1",5,2010,,,,,
ITIRUÇU(JAGUAQUARA),"19,0","757,5","13,5","41,1",6,2010,,,,,
ITIRUÇU(JAGUAQUARA),"18,1","757,5","13,5","41,1",7,2010,,,,,
ITIRUÇU(JAGUAQUARA),"17,8","757,5","13,5","41,1",8,2010,,,,,
ITIRUÇU(JAGUAQUARA),"18,9","757,5","13,5","41,1",9,2010,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",10,2010,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",11,2010,,,,,
ITIRUÇU(JAGUAQUARA),"22,5","757,5","13,5","41,1",12,2010,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",1,2011,,,,,
ITIRUÇU(JAGUAQUARA),"22,7","757,5","13,5","41,1",2,2011,,,,,
ITIRUÇU(JAGUAQUARA),"23,2","757,5","13,5","41,1",3,2011,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",4,2011,,,,,
ITIRUÇU(JAGUAQUARA),"19,7","757,5","13,5","41,1",5,2011,,,,,
ITIRUÇU(JAGUAQUARA),"18,9","757,5","13,5","41,1",6,2011,,,,,
ITIRUÇU(JAGUAQUARA),"18,0","757,5","13,5","41,1",7,2011,,,,,
ITIRUÇU(JAGUAQUARA),"18,8","757,5","13,5","41,1",8,2011,,,,,
ITIRUÇU(JAGUAQUARA),"18,4","757,5","13,5","41,1",9,2011,,,,,
ITIRUÇU(JAGUAQUARA),"20,4","757,5","13,5","41,1",10,2011,,,,,
ITIRUÇU(JAGUAQUARA),"20,3","757,5","13,5","41,1",11,2011,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",12,2011,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",1,2012,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",2,2012,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",3,2012,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",4,2012,,,,,
ITIRUÇU(JAGUAQUARA),"20,3","757,5","13,5","41,1",5,2012,,,,,
ITIRUÇU(JAGUAQUARA),"19,8","757,5","13,5","41,1",6,2012,,,,,
ITIRUÇU(JAGUAQUARA),"18,7","757,5","13,5","41,1",7,2012,,,,,
ITIRUÇU(JAGUAQUARA),"18,0","757,5","13,5","41,1",8,2012,,,,,
ITIRUÇU(JAGUAQUARA),"19,7","757,5","13,5","41,1",9,2012,,,,,
ITIRUÇU(JAGUAQUARA),"20,7","757,5","13,5","41,1",10,2012,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",11,2012,,,,,
ITIRUÇU(JAGUAQUARA),"23,1","757,5","13,5","41,1",12,2012,,,,,
ITIRUÇU(JAGUAQUARA),"23,1","757,5","13,5","41,1",1,2013,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",2,2013,,,,,
ITIRUÇU(JAGUAQUARA),"23,3","757,5","13,5","41,1",3,2013,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",4,2013,,,,,
ITIRUÇU(JAGUAQUARA),"21,0","757,5","13,5","41,1",5,2013,,,,,
ITIRUÇU(JAGUAQUARA),"19,8","757,5","13,5","41,1",6,2013,,,,,
ITIRUÇU(JAGUAQUARA),"18,8","757,5","13,5","41,1",7,2013,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",8,2013,,,,,
ITIRUÇU(JAGUAQUARA),"19,6","757,5","13,5","41,1",9,2013,,,,,
ITIRUÇU(JAGUAQUARA),"20,9","757,5","13,5","41,1",10,2013,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",11,2013,,,,,
ITIRUÇU(JAGUAQUARA),"22,5","757,5","13,5","41,1",12,2013,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",1,2014,,,,,
ITIRUÇU(JAGUAQUARA),"21,6","757,5","13,5","41,1",2,2014,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",3,2014,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",4,2014,,,,,
ITIRUÇU(JAGUAQUARA),"20,5","757,5","13,5","41,1",5,2014,,,,,
ITIRUÇU(JAGUAQUARA),"19,1","757,5","13,5","41,1",6,2014,,,,,
ITIRUÇU(JAGUAQUARA),"18,6","757,5","13,5","41,1",7,2014,,,,,
ITIRUÇU(JAGUAQUARA),"18,2","757,5","13,5","41,1",8,2014,,,,,
ITIRUÇU(JAGUAQUARA),"19,4","757,5","13,5","41,1",9,2014,,,,,
ITIRUÇU(JAGUAQUARA),"20,3","757,5","13,5","41,1",10,2014,,,,,
ITIRUÇU(JAGUAQUARA),"21,3","757,5","13,5","41,1",11,2014,,,,,
ITIRUÇU(JAGUAQUARA),"21,5","757,5","13,5","41,1",12,2014,,,,,
ITIRUÇU(JAGUAQUARA),"21,9","757,5","13,5","41,1",1,2015,,,,,
ITIRUÇU(JAGUAQUARA),"22,0","757,5","13,5","41,1",2,2015,,,,,
ITIRUÇU(JAGUAQUARA),"22,7","757,5","13,5","41,1",3,2015,,,,,
ITIRUÇU(JAGUAQUARA),"22,5","757,5","13,5","41,1",4,2015,,,,,
ITIRUÇU(JAGUAQUARA),"20,2","757,5","13,5","41,1",5,2015,,,,,
ITIRUÇU(JAGUAQUARA),"19,1","757,5","13,5","41,1",6,2015,,,,,
ITIRUÇU(JAGUAQUARA),"18,7","757,5","13,5","41,1",7,2015,,,,,
ITIRUÇU(JAGUAQUARA),"18,1","757,5","13,5","41,1",8,2015,,,,,
ITIRUÇU(JAGUAQUARA),"20,1","757,5","13,5","41,1",9,2015,,,,,
ITIRUÇU(JAGUAQUARA),"21,2","757,5","13,5","41,1",10,2015,,,,,
ITIRUÇU(JAGUAQUARA),"23,1","757,5","13,5","41,1",11,2015,,,,,
ITIRUÇU(JAGUAQUARA),"23,3","757,5","13,5","41,1",12,2015,,,,,
ITIRUÇU(JAGUAQUARA),"23,0","757,5","13,5","41,1",1,2016,,,,,
ITIRUÇU(JAGUAQUARA),"23,0","757,5","13,5","41,1",2,2016,,,,,
ITIRUÇU(JAGUAQUARA),"23,1","757,5","13,5","41,1",3,2016,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",4,2016,,,,,
ITIRUÇU(JAGUAQUARA),"21,1","757,5","13,5","41,1",5,2016,,,,,
ITIRUÇU(JAGUAQUARA),"20,2","757,5","13,5","41,1",6,2016,,,,,
ITIRUÇU(JAGUAQUARA),"18,8","757,5","13,5","41,1",7,2016,,,,,
ITIRUÇU(JAGUAQUARA),"19,2","757,5","13,5","41,1",8,2016,,,,,
ITIRUÇU(JAGUAQUARA),"19,9","757,5","13,5","41,1",9,2016,,,,,
ITIRUÇU(JAGUAQUARA),"21,6","757,5","13,5","41,1",10,2016,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",11,2016,,,,,
ITIRUÇU(JAGUAQUARA),"22,8","757,5","13,5","41,1",12,2016,,,,,
ITIRUÇU(JAGUAQUARA),"23,0","757,5","13,5","41,1",1,2017,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",2,2017,,,,,
ITIRUÇU(JAGUAQUARA),"22,9","757,5","13,5","41,1",3,2017,,,,,
ITIRUÇU(JAGUAQUARA),"22,2","757,5","13,5","41,1",4,2017,,,,,
ITIRUÇU(JAGUAQUARA),"20,7","757,5","13,5","41,1",5,2017,,,,,
ITIRUÇU(JAGUAQUARA),"19,4","757,5","13,5","41,1",6,2017,,,,,
ITIRUÇU(JAGUAQUARA),"18,4","757,5","13,5","41,1",7,2017,,,,,
ITIRUÇU(JAGUAQUARA),"18,4","757,5","13,5","41,1",8,2017,,,,,
ITIRUÇU(JAGUAQUARA),"18,5","757,5","13,5","41,1",9,2017,,,,,
ITIRUÇU(JAGUAQUARA),"21,1","757,5","13,5","41,1",10,2017,,,,,
ITIRUÇU(JAGUAQUARA),"21,7","757,5","13,5","41,1",11,2017,,,,,
ITIRUÇU(JAGUAQUARA),"22,7","757,5","13,5","41,1",12,2017,,,,,
ITIRUÇU(JAGUAQUARA),"22,4","757,5","13,5","41,1",1,2018,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",2,2018,,,,,
ITIRUÇU(JAGUAQUARA),"22,7","757,5","13,5","41,1",3,2018,,,,,
ITIRUÇU(JAGUAQUARA),"20,9","757,5","13,5","41,1",4,2018,,,,,
ITIRUÇU(JAGUAQUARA),"20,0","757,5","13,5","41,1",5,2018,,,,,
ITIRUÇU(JAGUAQUARA),"19,0","757,5","13,5","41,1",6,2018,,,,,
ITIRUÇU(JAGUAQUARA),"18,3","757,5","13,5","41,1",7,2018,,,,,
ITIRUÇU(JAGUAQUARA),"19,3","757,5","13,5","41,1",8,2018,,,,,
ITIRUÇU(JAGUAQUARA),"20,1","757,5","13,5","41,1",9,2018,,,,,
ITIRUÇU(JAGUAQUARA),"21,8","757,5","13,5","41,1",10,2018,,,,,
ITIRUÇU(JAGUAQUARA),"21,7","757,5","13,5","41,1",11,2018,,,,,
ITIRUÇU(JAGUAQUARA),"22,1","757,5","13,5","41,1",12,2018,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",1,2019,,,,,
ITIRUÇU(JAGUAQUARA),"22,9","757,5","13,5","41,1",2,2019,,,,,
ITIRUÇU(JAGUAQUARA),"23,6","757,5","13,5","41,1",3,2019,,,,,
ITIRUÇU(JAGUAQUARA),"22,6","757,5","13,5","41,1",4,2019,,,,,
ITIRUÇU(JAGUAQUARA),"21,6","757,5","13,5","41,1",5,2019,,,,,
ITIRUÇU(JAGUAQUARA),"19,3","757,5","13,5","41,1",6,2019,,,,,
ITIRUÇU(JAGUAQUARA),"18,3","757,5","13,5","41,1",7,2019,,,,,
ITIRUÇU(JAGUAQUARA),"18,0","757,5","13,5","41,1",8,2019,,,,,
ITIRUÇU(JAGUAQUARA),"20,0","757,5","13,5","41,1",9,2019,,,,,
ITIRUÇU(JAGUAQUARA),"21,2","757,5","13,5","41,1",10,2019,,,,,
ITIRUÇU(JAGUAQUARA),"22,5","757,5","13,5","41,1",11,2019,,,,,
ITIRUÇU(JAGUAQUARA),"22,9","757,5","13,5","41,1",12,2019,,,,,
JACOBINA,"26,2","486,4","11,2","40,5",1,1999,,,,,
JACOBINA,"26,5","486,4","11,2","40,5",2,1999,,,,,
JACOBINA,"26,6","486,4","11,2","40,5",3,1999,,,,,
JACOBINA,"25,8","486,4","11,2","40,5",4,1999,,,,,
JACOBINA,"24,0","486,4","11,2","40,5",5,1999,,,,,
